"","X","userid","wave_id","agescreen","age","gender","education","adults","children","employment","income","footage","ssn_precip","ssn_tmp","drghtfreq","drghtsev","fldfreq","fldsev","avgtmp","tmpextrm","evntexp_wind","evntexp_drght","evntexp_rain","evntexp_cold","evntexp_snow","evntexp_ice","evntexp_flood","evntexp_torn","evntexp_fire","evntfreq_wind","evntfreq_rain","evntfreq_cold","evntfreq_snow","evntfreq_ice","evntfreq_torn","evntfreq_fire","evntfutfreq_wind","evntfutfreq_drght","evntfutfreq_rain","evntfutfreq_cold","evntfutfreq_snow","evntfutfreq_ice","evntfutfreq_flood","evntfutfreq_torn","evntfutfreq_fire","wtr_bill_totcost","wtr_bill_dk","wtr_use","wtr_short","mntain_lawn","wtr_qual","wtr_safe","wtr_comm","wtr_farm","wtr_steps_flush","wtr_steps_flow","wtr_steps_bath","wtr_steps_lawn","wtr_steps_car","wtr_steps_othr","wtr_steps_spec","enrgy_sourc_elec","enrgy_sourc_natgas","enrgy_sourc_prop","enrgy_sourc_wood","enrgy_sourc_othr","enrgy_sourc_othr_spec","elec_bill_totcost","elec_bill_dk","elec_use","elec_out","gas_bill_totcost","gas_bill_dk","gas_use","enrgy_steps_lghts","enrgy_steps_ac","enrgy_steps_heat","enrgy_steps_savappl","enrgy_steps_unplug","enrgy_steps_insul","enrgy_steps_savdoor","enrgy_steps_othr","enrgy_steps_othr_spec","party","party_spec","lean","ideol","cncrn_secur","cncrn_health","cncrn_enrgy","cncrn_trns","cncrn_tax","cncrn_edu","cncrn_econ","glbwrm_ok","time_outside","spent_outside","cmpr_time_outside","hlth_status","nghbrhd_deal","nghbrhd_close","nghbrhd_care","nghbrhd_not","nghbrhd_eyes","nghbrhd_help","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_othr","wthr_info_othr_spec","dot_answr","click_bluedot","begin_datetime","end_datetime","is_statewide","hispanic","race","race_spec","evntexp_heat","evntexp_ethqk","evntfreq_heat","evntfreq_ethqk","evntfutfreq_heat","evntfutfreq_ethqk","wtr_steps_leaks","wtr_steps_ldry","enrgy_sourc_geo","enrgy_steps_bulbs","wthr_info_phone","mntain_flwr","mntain_veg","glbcc","glbcc_cert","glbcc_risk","is_payne","is_okcity","evntexp_hail","evntfreq_hail","evntfutfreq_hail","wtr_freq","cncrn_natres","confirm_zip","is_kiamichi","is_washita","is_canadian","consent","home_lot","ethqk_risk","ethqk_cause","ethqk_risk_mgmt","ethqk_risk_rand","ethqk_risk_fed_mgmt","glbwrm_risk_rand","glbwrm_risk_mgmt","glbwrm_risk_fed_mgmt","know_fire","purp_fire","purp_fire_exp","useful_val_fire","use_fire_rural","nofire_notrain","nofire_notnear","nofire_othr","nofire_othr_spec","urban_fire","fire_implmnt","okelec_foss","okelec_nuc","okelec_renew","solar_prop","heard_netmeter","net_met_info","ok_net_met","vote","vote_2016","vote_cand","vote_cand_spec","vote_cand_spt","f.gender","f.party","f.party.2","r.ind","f.ind","r.rep","f.rep","r.dem","f.dem","f.edu","f.race","r.race","f.race.2","r.white","f.white","r.AfricanAmer","f.AfricanAmer","r.age","f.age","f.age.2","r.ideology","f.ideology","f.glbwrm_ok"
"1172",16442,"R3OKPH21343","Wave 12 (Fall 2016)",1,34,0,5,2,3,3,60000,1400,1,3,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,100,0,3,0,0,3,8,4,3,0,0,1,1,1,0,NA,1,1,0,0,0,NA,85,0,3,0,35,0,1,1,1,1,0,0,0,0,0,NA,3,NA,1,6,4,10,9,8,10,10,8,1,3,3,3,2,1,3,6,2,4,2,"Never","Never","Less than once per week","Less than once per week","Never","About once per week","About once per week","About once per week",NA,NA,2,0,1480982833,1480984531,0,0,1,NA,1,1,3,3,3,3,0,0,0,1,"Several times a day",0,0,1,7,7,0,1,0,1,2,NA,8,73128,0,0,0,"Yes, I agree to participate in this study",2,7,2,8,"managing",7,"regulating",7,7,1,2,NA,2,NA,NA,NA,NA,NA,0,1,"50","10","40",0,0,1,4,1,1,1,NA,3,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",3,"Conservative","Yes"
"1173",16450,"R3OKPH21375","Wave 12 (Fall 2016)",1,23,1,4,4,0,3,NA,1000,1,2,2,2,1,1,2,2,0,0,1,0,0,0,0,0,0,3,2,2,1,1,2,1,2,1,2,3,1,2,1,2,1,NA,1,2,0,1,2,8,5,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,NA,1,2,0,NA,1,1,1,1,0,0,0,0,0,0,NA,1,NA,NA,5,10,10,10,10,10,10,10,2,4,3,2,4,2,1,7,1,4,1,"Less than once per week","About once per week","Never","Several times per week","Never","Less than once per week","Several times a day","Several times a day","Never",NA,1,0,1480997093,1481000823,0,1,1,NA,0,1,1,3,1,2,0,0,0,0,"About once a day",0,0,1,7,8,0,1,1,2,2,2,10,73129,0,0,0,"Yes, I agree to participate in this study",2,1,1,10,"regulating",10,"regulating",5,10,1,1,NA,2,NA,NA,NA,NA,NA,0,1,"14","0","86",0,0,1,4,1,1,1,NA,3,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",1,"18-30","(17.9,58.5]",2,"Moderate",NA
"1174",16461,"R3OKPH21634","Wave 12 (Fall 2016)",1,66,0,2,2,0,8,NA,1900,1,3,2,2,1,1,3,3,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,65,0,2,0,1,3,8,4,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,NA,0,3,0,65,0,2,0,0,0,0,0,0,0,0,NA,2,NA,NA,7,8,10,8,8,8,10,9,0,0,NA,2,4,3,1,3,4,3,1,"Never","About once per week","Never","Several times per week","Never","Never","Several times per week","Never","Never",NA,NA,1,1480992608,1480993929,0,0,1,NA,0,1,2,3,2,3,1,0,0,0,"Never",1,0,0,6,5,0,1,0,1,1,4,8,73130,0,0,0,"Yes, I agree to participate in this study",2,10,2,10,"regulating",0,"managing",0,0,1,1,"It regenerates and nourishes the land for crops and livestock.",1,NA,NA,NA,NA,NA,0,1,"75","0","25",0,1,2,2,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"1175",16471,"R3OKPH21636","Wave 12 (Fall 2016)",1,54,0,5,1,0,9,NA,1300,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,2,1,1,3,4,3,3,1,0,1,0,0,0,NA,1,1,0,0,0,NA,NA,1,2,0,NA,1,2,1,1,1,0,1,0,0,0,NA,1,NA,NA,4,6,6,8,7,7,7,8,2,4,3,2,4,1,1,3,4,4,1,"Never","Never","Never","Several times per week","Several times a day","Never","About once a day","Never","Never","0",NA,0,1482801500,1482802947,0,0,6,NA,0,1,1,2,1,2,1,1,0,1,"About once a day",0,0,1,5,5,0,1,0,1,1,1,8,73130,0,0,0,"Yes, I agree to participate in this study",2,5,3,5,"managing",5,"regulating",5,5,2,NA,NA,2,NA,NA,NA,NA,NA,2,2,"40","40","20",0,2,3,2,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","2 year/Associates","2+ races",3,"Other",0,"Non White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate",NA
"1176",16489,"R3OKPH21757","Wave 12 (Fall 2016)",1,72,0,6,1,NA,8,45000,1400,1,3,3,3,1,2,3,3,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,3,2,3,2,1,1,1,1,2,2,37,0,2,0,1,4,9,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,100,0,3,0,47,0,1,0,0,0,0,0,0,0,0,NA,2,NA,NA,5,9,10,8,8,8,10,8,2,2,2,2,4,6,5,2,2,5,6,"About once per week","Never","Several times per week","Several times a day","Several times per week","About once per week","Less than once per week","Several times per week","Never",NA,2,0,1483031444,1483032823,0,0,1,NA,0,1,1,3,2,3,0,0,0,1,"Never",0,0,1,5,7,0,1,0,1,2,4,8,73140,0,0,0,"Yes, I agree to participate in this study",2,6,2,7,"regulating",4,"regulating",7,6,1,1,"To crontrol overgrowth and possibly prevent extreme wild fires",2,NA,NA,NA,NA,NA,0,1,"50","0","50",0,0,1,4,1,0,NA,NA,NA,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate",NA
"1177",16501,"R3OKPH21773","Wave 12 (Fall 2016)",1,65,0,7,2,0,8,80000,1950,1,3,2,2,1,2,3,2,0,1,0,0,0,0,0,0,0,2,1,1,2,2,2,1,2,2,3,3,2,2,2,2,3,75,0,2,0,1,3,9,4,4,0,0,0,0,0,0,NA,1,1,0,0,0,NA,100,0,2,0,38,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,5,10,10,10,10,10,10,9,2,2,2,2,4,5,4,2,1,6,6,"About once a day","Never","Never","About once a day","Never","About once a day","About once a day","About once a day",NA,NA,NA,1,1481131404,1481132088,0,0,1,NA,0,1,2,3,2,3,0,0,0,1,"Less than once per week",1,0,0,0,1,0,1,0,1,2,5,10,73130,0,0,0,"Yes, I agree to participate in this study",2,9,3,8,"managing",7,"regulating",1,1,1,1,"To control wildfire by causing it to meet with another fire and burn out.",1,NA,NA,NA,NA,NA,0,1,"40","0","60",0,0,1,1,1,1,1,NA,1,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate",NA
"1178",16512,"R3OKPH21882","Wave 12 (Fall 2016)",1,65,1,4,3,0,8,90000,1700,1,3,2,2,1,1,2,2,1,1,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,80,0,2,0,1,3,9,4,4,0,0,0,1,0,0,NA,1,1,0,0,0,NA,134,0,2,0,50,0,2,1,0,0,0,0,0,0,0,NA,2,NA,NA,6,8,9,8,9,8,9,8,0,2,3,2,4,5,5,5,6,6,5,"Never","About once a day",NA,"About once a day","Less than once per week","Never","About once per week","Never",NA,NA,NA,1,1481046800,1481048095,0,0,1,NA,0,1,2,3,2,2,0,0,0,0,"Never",1,1,0,7,6,0,1,0,2,2,3,8,73130,0,0,0,"Yes, I agree to participate in this study",1,6,3,5,"managing",5,"regulating",4,4,1,1,"To set a fire in order to burn an area in a controlled manner, to help manage that area against the threat of a wildfire.  It may be to prevent damage to a residential or decrease the amount of natural fuel available to a wildfire.",1,NA,NA,NA,NA,NA,0,1,"80","0","20",0,0,1,3,1,1,0,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
"1179",16523,"R3OKPH21948","Wave 12 (Fall 2016)",1,66,0,7,1,0,3,45000,1700,1,3,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,3,2,1,2,1,2,1,3,3,2,2,2,2,2,2,2,49,0,1,0,1,3,7,3,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,40,0,2,0,63,0,2,0,0,1,0,0,0,0,0,NA,3,NA,2,6,7,8,7,6,6,9,8,2,2,3,3,3,4,2,3,2,4,3,"Less than once per week","Less than once per week","Less than once per week","About once a day","About once per week","Several times per week","Less than once per week","Never",NA,NA,NA,1,1481510360,1481511316,0,0,1,NA,0,1,2,3,2,3,1,1,0,0,"Never",0,0,1,5,6,0,1,0,2,2,2,7,73130,0,0,0,"Yes, I agree to participate in this study",2,7,2,7,"regulating",5,"regulating",6,6,1,1,"to get rid of burnable stuff so wildfire won't start and burn out of control",2,NA,NA,NA,NA,NA,0,1,"55","0","45",0,0,1,2,1,1,0,NA,1,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative",NA
"1180",16540,"R3OKPH22273","Wave 12 (Fall 2016)",1,60,0,4,2,0,4,75000,2300,1,3,2,NA,2,2,2,2,1,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,NA,1,2,0,1,4,10,3,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,168,0,2,0,58,0,1,0,0,0,0,0,0,0,0,NA,2,NA,NA,7,5,9,6,5,7,7,8,0,1,3,1,4,6,6,1,1,7,6,"Never","About once a day","Less than once per week","About once a day","Never","About once a day","Less than once per week","Never",NA,NA,NA,1,1482284696,1482286024,0,0,1,NA,0,1,2,3,2,2,0,0,0,0,"Never",0,0,0,10,0,0,1,0,2,2,2,5,73132,0,0,0,"Yes, I agree to participate in this study",2,2,2,4,"regulating",0,"managing",0,0,1,1,"to clear out undergrowth that can cause wildfires",0,NA,NA,NA,NA,NA,0,1,"85","0","15",0,0,1,2,1,1,0,NA,4,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(58.5,99.1]",3,"Conservative","No"
"1181",16550,"R3OKPH22329","Wave 12 (Fall 2016)",1,55,0,6,2,0,3,100000,2400,1,3,3,3,1,1,3,3,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,3,2,3,2,2,2,2,3,100,0,2,1,1,4,10,3,2,0,0,0,0,0,0,NA,1,0,0,0,0,NA,98,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,1,NA,NA,4,5,10,5,5,5,10,10,1,3,2,2,5,6,5,2,1,6,7,"Never","Several times per week","Several times a day","Several times a day","Never","Never","About once per week","Less than once per week",NA,NA,1,0,1481035870,1481037243,0,0,1,NA,1,1,3,2,3,2,0,0,0,1,"Several times per week",1,0,1,10,10,0,1,0,1,2,5,8,73132,0,0,0,"Yes, I agree to participate in this study",2,8,2,10,"regulating",7,"regulating",10,10,1,1,"Used to help prevent wildfires by burning excess brush in areas prone to wildfire.",1,NA,NA,NA,NA,NA,1,1,"25","0","75",0,1,1,3,1,1,1,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"1182",16560,"R3OKPH22400","Wave 12 (Fall 2016)",1,77,0,6,1,0,8,30600,1540,1,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,2,2,3,2,3,1,2,2,60,0,2,0,1,2,1,3,3,0,0,0,1,1,0,NA,1,1,0,0,0,NA,95,0,2,0,45,0,2,1,1,0,1,0,1,0,0,NA,2,NA,NA,7,10,8,10,8,10,8,8,2,1,3,2,5,3,4,5,2,5,2,"Less than once per week","About once a day","Never","Several times a day","About once per week","Never","Less than once per week","Never","Never",NA,1,0,1482101111,1482102661,0,0,1,NA,1,0,2,2,1,2,1,0,0,1,"Less than once per week",1,1,1,7,6,0,1,0,2,2,4,10,73132,0,0,0,"Yes, I agree to participate in this study",1,8,2,10,"managing",8,"regulating",5,5,1,2,NA,2,NA,NA,NA,NA,NA,0,2,"60","20","20",0,1,2,4,1,1,0,NA,5,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative",NA
"1183",16577,"R3OKPH22967","Wave 12 (Fall 2016)",1,51,1,4,1,0,4,23000,800,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,0,0,3,7,3,3,0,0,0,0,0,0,NA,1,0,0,0,0,NA,68,0,2,0,NA,NA,NA,1,1,1,0,1,0,0,0,NA,1,NA,NA,3,5,5,5,5,5,5,5,2,1,1,2,3,3,3,3,3,3,2,"Never","About once a day","About once per week","Several times per week","Several times per week","Never","About once per week","About once per week",NA,NA,3,0,1481765151,1481767553,0,0,1,NA,0,1,2,3,2,2,0,0,0,0,"Several times per week",0,0,1,8,6,0,1,0,2,2,NA,5,73112,0,0,0,"Yes, I agree to participate in this study",1,5,2,5,"regulating",5,"regulating",5,7,1,1,"Burning off an area that poses a potential for wildfires in a controlled manner before wildfires can occur. 
",1,NA,NA,NA,NA,NA,0,1,"45","10","45",0,0,1,4,0,NA,NA,NA,NA,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate",NA
"1184",16588,"R3OKPH23017","Wave 12 (Fall 2016)",1,72,0,7,2,0,8,65000,1500,1,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,82,0,2,0,1,4,10,2,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,47.71,0,1,1,36,0,1,0,0,0,0,0,0,0,0,NA,2,NA,NA,6,1,3,0,0,2,8,5,0,2,3,3,3,3,3,4,2,4,2,"About once a day","Less than once per week","Less than once per week","About once a day","Less than once per week","Several times a day","Less than once per week","Less than once per week",NA,NA,1,0,1481051695,1481052986,0,0,1,NA,0,0,2,3,2,2,0,0,0,0,"Never",0,0,0,6,3,0,1,0,2,NA,1,3,73139,0,0,0,"Yes, I agree to participate in this study",2,3,2,3,"managing",3,"regulating",0,1,1,1,"Burn off very dry vegetation in a controlled action to deter wildfires.",0,NA,NA,NA,NA,NA,0,1,"50","20","30",0,0,1,2,1,1,0,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"1185",16599,"R3OKPH23097","Wave 12 (Fall 2016)",1,84,0,4,1,0,8,40000,1900,1,3,3,3,1,1,2,2,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,70,0,2,0,1,2,10,4,3,0,0,1,0,1,0,NA,1,0,0,0,0,NA,75,0,2,1,NA,NA,NA,0,1,1,0,1,0,1,0,NA,1,NA,NA,4,8,10,10,10,10,10,5,2,2,1,2,4,7,7,1,1,7,7,NA,"Several times per week",NA,"Several times a day","Several times a day",NA,NA,NA,NA,NA,NA,1,1481026698,1481029070,0,1,1,NA,0,1,2,3,1,3,0,1,0,0,NA,1,0,0,0,8,0,1,0,1,1,1,10,73139,0,0,0,"Yes, I agree to participate in this study",2,8,1,10,"regulating",10,"regulating",10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"53","24","23",0,0,1,4,NA,NA,NA,NA,NA,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate",NA
"1186",16611,"R3OKPH23526","Wave 12 (Fall 2016)",1,62,1,5,4,1,9,44000,1000,2,3,3,3,1,1,3,3,0,1,0,0,0,0,0,0,0,2,1,2,1,1,2,2,3,3,2,1,1,2,2,2,2,100,0,2,1,0,3,7,2,1,0,0,1,0,1,0,NA,1,1,0,0,0,NA,100,0,1,0,50,0,1,1,1,0,0,0,1,1,0,NA,1,NA,NA,2,4,10,10,8,7,10,7,1,3,2,3,1,7,7,1,1,7,7,"Never","About once per week","About once a day","Several times a day","About once per week","Several times a day","About once a day","Several times per week",NA,NA,NA,1,1484095532,1484099421,0,0,1,NA,1,0,3,3,3,3,1,1,0,1,"Several times a day",0,1,1,10,10,0,1,0,1,2,2,10,73149,0,0,0,"Yes, I agree to participate in this study",2,8,2,9,"regulating",10,"regulating",8,10,1,1,"Limit combustible material ",2,NA,NA,NA,NA,NA,0,2,"0","0","100",0,1,2,4,1,1,1,NA,4,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","Yes"
"1187",16627,"R3OKPH23564","Wave 12 (Fall 2016)",1,56,0,4,1,NA,8,10000,950,1,3,2,2,1,1,3,3,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,2,2,3,1,1,1,1,1,2,2,62,0,2,0,0,1,2,3,2,0,0,0,1,0,0,NA,1,0,0,0,0,NA,78,0,1,0,NA,NA,NA,1,1,1,0,0,0,0,0,NA,1,NA,NA,4,10,10,10,10,8,10,10,1,1,2,2,4,4,5,3,2,5,4,NA,NA,NA,"Several times a day",NA,NA,NA,NA,NA,NA,NA,1,1482453501,1483027686,0,0,6,NA,0,1,2,3,3,3,0,0,0,1,NA,0,0,1,10,10,0,1,0,1,2,NA,10,73149,0,0,0,"Yes, I agree to participate in this study",2,10,2,10,"managing",5,"managing",10,10,1,2,NA,2,NA,NA,NA,NA,NA,0,2,"0","0","100",0,0,1,4,1,1,1,NA,2,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","2+ races",3,"Other",0,"Non White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
"1188",16649,"R3OKPH23907","Wave 12 (Fall 2016)",1,93,1,2,1,0,8,26000,1200,2,2,3,3,1,2,2,2,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,60,0,2,0,1,3,8,2,2,0,0,1,1,0,0,NA,1,1,0,0,0,NA,70,0,1,1,56,0,2,1,1,1,0,0,0,0,1,"Had OG&E come in and weather strip all my windows and doors",2,NA,NA,7,10,10,7,8,8,10,10,0,3,2,2,3,5,7,7,7,7,5,"About once a day","Never","Never","Several times a day","Never","Never","Never","Never",NA,NA,NA,1,1481072817,1481074999,0,0,1,NA,0,1,3,3,2,2,0,0,0,1,"Never",1,1,1,3,5,0,1,0,1,1,3,5,73159,0,0,0,"Yes, I agree to participate in this study",2,5,2,10,"regulating",8,"managing",5,5,1,1,"It's to control weeds and some places even trees and brush",1,NA,NA,NA,NA,NA,1,1,"76","0","24",0,1,3,2,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"1189",16667,"R3OKPH24072","Wave 12 (Fall 2016)",1,24,1,6,1,0,7,NA,750,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,NA,3,2,2,2,NA,NA,3,2,NA,NA,NA,NA,1,2,NA,1,3,1,0,1,1,3,2,0,0,0,0,0,0,NA,1,0,0,0,0,NA,NA,1,3,1,NA,NA,NA,1,0,0,0,0,0,0,0,NA,2,NA,NA,6,9,10,8,9,9,9,6,1,1,3,1,1,4,4,4,4,4,5,NA,"About once per week",NA,"Several times per week",NA,NA,NA,NA,NA,NA,1,0,1482779539,1482779984,0,0,4,NA,0,1,2,NA,2,3,1,0,0,0,"Several times a day",0,0,1,10,8,0,1,0,2,NA,NA,2,74114,0,0,0,"Yes, I agree to participate in this study",2,7,2,3,"regulating",8,"regulating",3,6,1,0,NA,0,NA,NA,NA,NA,NA,0,0,"0","50","50",0,0,1,4,1,1,2,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","Asian",3,"Other",0,"Non White",0,"Non AfricanAmer",1,"18-30","(17.9,58.5]",3,"Conservative","Yes"
"1190",16678,"R3OKPH24106","Wave 12 (Fall 2016)",1,76,0,7,2,0,8,50000,2450,1,3,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,2,2,3,1,2,1,1,1,2,2,70.05,0,2,1,1,4,9,3,3,0,0,1,1,1,0,NA,1,1,0,0,0,NA,74.17,0,2,0,25.92,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,6,9,8,5,5,9,8,9,0,1,2,2,4,4,2,4,3,5,2,"Less than once per week","Less than once per week","Never","About once a day","Less than once per week","About once a day","About once a day","Never",NA,NA,NA,1,1481517293,1481519133,0,0,1,NA,1,0,3,1,3,2,1,0,0,1,"Never",0,0,0,7,5,0,1,0,1,1,4,7,73162,0,0,0,"Yes, I agree to participate in this study",2,6,2,6,"regulating",2,"managing",5,2,1,1,"Eliminate dry, fire-prone vegetation and prepare soil for new growth.",1,NA,NA,NA,NA,NA,1,1,"95","0","5",0,0,1,4,1,1,0,NA,3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","No"
"1191",16691,"R3OKPH24138","Wave 12 (Fall 2016)",1,78,1,7,2,0,8,120000,2900,1,3,3,2,1,2,3,3,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,197,0,2,0,1,3,10,4,4,0,0,1,0,1,0,NA,1,1,0,0,0,NA,76,0,1,0,47,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,6,7,3,3,2,9,9,4,1,2,2,2,3,4,4,1,1,4,4,"About once a day","About once a day","About once per week","Several times a day","Never","Several times per week","Several times per week","Never",NA,NA,1,0,1481687925,1481689169,0,0,1,NA,0,1,3,3,3,2,1,0,0,1,"Never",1,0,1,7,6,0,1,0,1,2,5,7,73162,0,0,0,"Yes, I agree to participate in this study",1,4,2,7,"managing",3,"managing",6,6,1,1,"A prescribed burn removes growth (brush, etc.) that would fuel and make any wildfire more dangerous and harder to fight and control.",1,NA,NA,NA,NA,NA,2,1,"50","10","40",0,1,1,2,1,1,0,NA,1,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","Yes"
"1192",16702,"R3OKPH24153","Wave 12 (Fall 2016)",1,58,0,5,3,0,5,60000,1600,1,3,2,2,2,2,3,3,1,0,1,1,0,0,0,0,0,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,50,0,2,0,1,4,10,2,1,0,0,0,0,0,0,NA,1,1,0,0,0,NA,60,0,2,1,35,0,2,1,0,0,0,1,0,0,0,NA,3,NA,2,4,8,10,9,8,9,10,8,1,3,2,2,3,5,5,1,1,6,2,"Never","About once per week","Less than once per week",NA,"Less than once per week","Several times a day","About once per week","About once per week",NA,NA,1,0,1482116723,1482118139,0,0,1,NA,0,1,2,3,2,3,0,0,0,0,"Less than once per week",1,1,1,4,5,0,1,1,2,2,4,9,73160,0,0,0,"Yes, I agree to participate in this study",2,8,2,10,"managing",10,"managing",7,10,1,1,"the purpose is to intentionally set a fire under a controlled setting to reduce overgrowth, reduce wildfire dangers & get rid of debris",1,NA,NA,NA,NA,NA,1,1,"23.5","0","76.5",0,0,1,4,1,1,1,NA,3,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",2,"Moderate","Yes"
