"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Captain Carey, U.S.A.",1950,82,NA,6.2,38,NA,0,0,0,1,0,0,0
"Captain Caution",1940,84,NA,5.8,17,NA,1,0,0,0,0,0,0
"Captain China",1950,97,NA,4.8,15,NA,0,0,0,0,0,0,0
"Captain Corelli's Mandolin",2001,131,57000000,5.9,5281,"R",0,0,0,1,0,1,0
"Captain EO",1986,17,17000000,5.7,551,NA,0,0,0,0,0,0,1
"Captain Eddie",1945,107,NA,6.1,17,NA,0,0,0,1,0,0,0
"Captain Fury",1939,91,NA,5.7,11,NA,1,0,0,0,0,0,0
"Captain Hareblower",1954,7,NA,7.4,34,NA,0,1,1,0,0,0,1
"Captain Hates the Sea, The",1934,93,NA,5.9,15,NA,0,0,1,0,0,0,0
"Captain Horatio Hornblower R.N.",1951,117,NA,7.4,827,NA,1,0,0,1,0,0,0
"Captain Hurricane",1935,72,NA,5.5,14,NA,0,0,0,1,0,0,0
"Captain Is a Lady, The",1940,65,NA,6,12,NA,0,0,1,0,0,0,0
"Captain Jack",1999,90,NA,5.5,61,NA,0,0,0,0,0,0,0
"Captain January",1924,64,NA,7.2,12,NA,0,0,0,1,0,0,0
"Captain January",1936,75,NA,6.7,133,NA,0,0,1,0,0,0,0
"Captain John Smith and Pocahontas",1953,75,NA,4.4,11,NA,0,0,0,1,0,0,0
"Captain Kidd",1945,90,NA,6.4,133,NA,1,0,0,1,0,0,0
"Captain Kidd and the Slave Girl",1954,82,NA,5.5,5,NA,1,0,0,0,0,0,0
"Captain Kronos - Vampire Hunter",1974,91,400000,6.3,442,NA,0,0,0,0,0,0,0
"Captain Lightfoot",1955,92,NA,5.9,65,NA,0,0,0,1,0,1,0
"Captain Lust and the Pirate Women",1977,82,NA,5.7,7,NA,0,0,0,0,0,0,0
"Captain Milkshake",1970,89,NA,2.4,17,NA,0,0,0,1,0,0,0
"Captain Nemo and the Underwater City",1969,105,NA,4.9,157,NA,0,0,0,0,0,0,0
"Captain Newman, M.D.",1963,126,NA,6.8,283,NA,0,0,1,1,0,0,0
"Captain Nuke and the Bomber Boys",1995,90,NA,4.5,80,"PG",0,0,1,0,0,0,0
"Captain Pirate",1952,85,NA,5.8,9,NA,0,0,0,0,0,0,0
"Captain Ron",1992,96,NA,4.8,2656,NA,0,0,1,0,0,0,0
"Captain Salvation",1927,87,NA,7.4,18,NA,0,0,0,0,0,0,0
"Captain Scarface",1953,72,NA,5.5,12,NA,0,0,0,1,0,0,0
"Captain Scarlett",1953,75,NA,4.4,35,NA,0,0,0,0,0,0,0
"Captain Sindbad",1963,85,NA,4.2,115,NA,1,0,0,0,0,0,0
"Captain Thunder",1930,65,NA,4,16,NA,0,0,1,1,0,0,0
"Captain Thunderpants",1999,2,NA,5.5,13,NA,0,1,1,0,0,0,1
"Captain Tugboat Annie",1945,70,NA,6.1,8,NA,0,0,1,1,0,0,0
"Captain Valedor versus the Spider Queen",2004,4,NA,8.5,10,NA,1,0,1,0,0,0,1
"Captain from Castile",1947,140,4500000,6.7,169,NA,0,0,0,1,0,1,0
"Captain's Christmas, The",1938,7,NA,7.2,15,NA,0,1,1,0,0,0,1
"Captain's Paradise, The",1953,94,NA,7,282,NA,0,0,1,0,0,0,0
"Captain's Table, The",1959,90,NA,6.1,41,NA,0,0,1,0,0,0,0
"Captains Courageous",1937,115,1645000,7.7,1123,NA,0,0,0,1,0,0,0
"Captains of the Clouds",1942,113,NA,6.2,173,NA,0,0,0,1,0,0,0
"Captiva Island",1995,85,NA,4.5,35,"PG",0,0,1,1,0,1,0
"Captive",1986,98,NA,4.4,43,NA,0,0,0,0,0,0,0
"Captive Audience",1999,70,NA,4.1,10,NA,0,0,0,1,0,0,0
"Captive City, The",1952,91,NA,6.9,46,NA,0,0,0,1,0,0,0
"Captive Girl",1950,73,NA,4.5,36,NA,0,0,0,0,0,0,0
"Captive Heart, The",1946,86,NA,7.6,101,NA,0,0,0,1,0,0,0
"Captive Hearts",1987,97,NA,6.2,49,NA,0,0,0,1,0,1,0
"Captive Wild Woman",1943,61,NA,6,53,NA,0,0,0,0,0,0,0
"Captive Women",1952,64,NA,4.6,7,NA,0,0,0,0,0,0,0
"Captive, La",2000,110,NA,5.7,159,NA,0,0,0,1,0,0,0
"Captive: The Longest Drive 2, The",1976,80,NA,5,10,NA,0,0,0,0,0,0,0
"Captives",1994,100,NA,6.1,541,"R",0,0,0,1,0,1,0
"Capture of Bigfoot, The",1979,92,NA,2.3,38,NA,0,0,0,1,0,0,0
"Capture of the 'Yegg' Bank Burglars",1904,11,NA,3.8,5,NA,0,0,0,1,0,0,1
"Capture, The",1950,91,NA,6.3,30,NA,0,0,0,1,0,0,0
"Captured",2000,95,NA,2.7,201,"R",1,0,0,0,0,0,0
"Captured Alive",1995,83,NA,1.5,12,"R",0,0,0,0,0,0,0
"Captured Beauty",1995,80,NA,6,34,NA,0,0,0,0,0,0,0
"Captured in Chinatown",1935,52,NA,5.7,5,NA,0,0,0,0,0,0,0
"Captured!",1933,69,245000,6,36,NA,0,0,0,1,0,1,0
"Capturing the Friedmans",2003,107,NA,8.2,3170,NA,0,0,0,1,1,0,0
"Car 54, Where Are You?",1994,89,NA,2.3,588,NA,0,0,1,0,0,0,0
"Car 99",1935,67,NA,7.6,10,NA,1,0,0,0,0,0,0
"Car Bonus",2001,59,NA,7.5,11,NA,0,0,0,0,1,0,0
"Car Stopped..., A",1999,15,NA,4,12,NA,0,0,1,0,0,0,1
"Car That Became a Star, The",1965,10,NA,4.1,8,NA,0,0,0,0,0,0,1
"Car Thief and the Hit Man, The",2001,2,NA,4,21,NA,0,0,0,0,0,0,1
"Car Trouble",1985,90,NA,4.5,48,NA,0,0,1,0,0,0,0
"Car Trouble",2003,8,NA,9.7,6,NA,0,0,1,0,0,0,1
"Car Wash",1976,97,NA,5.5,1071,NA,0,0,1,0,0,0,0
"Car of Dreams",1935,72,NA,5,17,NA,0,0,0,0,0,0,0
"Car of Tomorrow",1951,6,NA,7,42,NA,0,1,1,0,0,0,1
"Car, The",1977,96,NA,4.9,897,NA,0,0,0,0,0,0,0
"Car-Napping - Bestellt, geklaut, geliefert",1980,89,NA,6.2,31,NA,0,0,1,0,0,0,0
"Car-Tune Portrait, A",1937,7,NA,5.7,13,NA,0,1,0,0,0,0,1
"Cara a Cara",1967,80,NA,3,6,NA,0,0,0,1,0,0,0
"Cara del terror, La",1962,83,NA,2.2,7,NA,0,0,0,0,0,0,0
"Cara que Mereces, A",2004,108,NA,5.7,12,NA,0,0,0,0,0,0,0
"Carabbinieri, I",1981,89,NA,4.4,12,NA,0,0,1,0,0,0,0
"Carabiniere a cavallo, Il",1961,95,NA,5.3,10,NA,0,0,1,0,0,0,0
"Carabinieri si nasce",1985,91,NA,1.1,8,NA,0,0,0,0,0,0,0
"Carabiniers, Les",1963,80,140000,6.9,330,NA,0,0,0,1,0,0,0
"Caracas Adventure, The",1993,90,NA,6.8,5,NA,0,0,0,0,0,0,0
"Caracol, col, col",1995,12,NA,7.7,7,NA,0,1,0,0,0,0,1
"Carambola",1974,94,NA,2.7,10,NA,0,0,1,0,0,0,0
"Carambolages",1963,88,NA,5.9,30,NA,0,0,1,0,0,0,0
"Caramelle",1995,29,NA,5.5,13,NA,0,0,0,0,0,0,1
"Caramelle da uno sconosciuto",1987,91,NA,4.6,11,NA,0,0,0,0,0,0,0
"Carandiru",2003,147,6000000,7.7,1608,"R",0,0,0,1,0,0,0
"Carapaces",2000,7,NA,4.8,5,NA,0,0,0,0,0,0,1
"Carapate, La",1978,100,NA,5.5,67,NA,0,0,1,0,0,0,0
"Caravaggio",1986,93,NA,6.9,359,NA,0,0,0,1,0,0,0
"Caravan",1946,80,NA,5,18,NA,0,0,0,1,0,1,0
"Caravan",2002,9,NA,5.5,11,NA,0,0,1,0,0,0,1
"Caravan Trail, The",1946,53,NA,7.2,5,NA,0,0,0,0,0,0,0
"Caravans",1978,127,14000000,5.4,59,NA,0,0,0,0,0,0,0
"Carbine Williams",1952,92,NA,6.9,292,NA,0,0,0,1,0,0,0
"Carbon Copy",1981,92,NA,4.7,325,NA,0,0,1,0,0,0,0
"Carcan",2003,3,NA,5.5,17,NA,0,0,0,0,0,0,1
"Carcerato",1981,98,NA,6.9,6,NA,0,0,0,1,0,0,0
"Card, The",1952,85,NA,7.4,134,NA,0,0,1,0,0,0,0
"Cardboard Cavalier",1949,96,NA,5.9,12,NA,0,0,1,0,0,0,0
"Cardiac Arrest",1980,85,NA,3.7,26,NA,0,0,0,0,0,0,0
"Cardinal Richelieu",1935,83,NA,6.9,18,NA,0,0,0,1,0,0,0
"Cardinal's Conspiracy, The",1909,11,NA,4.6,5,NA,0,0,0,1,0,0,1
"Cardinal, The",1963,175,NA,6.3,293,NA,0,0,0,1,0,0,0
"Cards, Cads, Guns, Gore and Death",1969,2,NA,3.7,13,NA,0,0,0,0,0,0,1
"Care Bears Adventure in Wonderland, The",1987,80,NA,5.4,120,NA,0,1,0,0,0,0,0
"Care Bears Movie II: A New Generation",1986,76,NA,4.3,284,NA,0,1,0,0,0,0,0
"Care Bears Movie, The",1985,77,NA,4.9,584,NA,0,1,0,0,0,0,0
"Career",1959,105,NA,6.8,93,NA,0,0,0,1,0,0,0
"Career Girls",1997,87,NA,7,1156,"R",0,0,0,1,0,0,0
"Career Opportunities",1991,83,NA,5.3,1257,NA,0,0,1,0,0,1,0
"Career Suicide",2004,12,NA,8.8,10,NA,0,0,1,0,0,0,1
"Carefree",1938,83,1253000,7.1,306,NA,0,0,1,0,0,1,0
"Careful",1992,100,NA,7.5,343,NA,0,0,1,0,0,0,0
"Careful What You Wish For",2004,7,NA,5.8,79,NA,0,0,1,0,0,0,1
"Careful, He May Be Watching",1987,76,NA,5.5,17,NA,0,0,0,0,0,0,0
"Careful, He Might Hear You",1983,110,NA,6.9,130,NA,0,0,0,1,0,0,0
"Careless Lady",1932,68,NA,6.7,6,NA,0,0,0,0,0,1,0
"Caretaker's Daughter, The",1925,20,NA,7.9,8,NA,0,0,1,0,0,0,1
"Caretaker, The",1963,105,NA,7.1,71,NA,0,0,0,1,0,0,0
"Caretakers, The",1963,97,NA,5,66,NA,0,0,0,1,0,0,0
"Carey Treatment, The",1972,101,NA,6.2,224,NA,0,0,0,0,0,0,0
"Cargaison blanche",1937,100,NA,4.4,13,NA,0,0,0,1,0,0,0
"Cargo",2004,84,NA,6.2,5,NA,0,0,0,1,0,0,0
"Cargo to Capetown",1950,80,NA,5.5,10,NA,0,0,0,1,0,1,0
"Carhops, The",1975,88,NA,1.6,11,NA,0,0,1,0,0,0,0
"Cari genitori",1973,94,NA,5.4,7,NA,0,0,0,1,0,0,0
"Caribbean",1952,97,NA,5.3,19,NA,0,0,0,0,0,0,0
"Caribbean Mystery, The",1945,65,NA,5.5,7,NA,0,0,0,1,0,0,0
"Caribe",1987,90,NA,4.1,29,NA,0,0,0,1,0,0,0
"Caribe",2004,90,NA,6.8,13,NA,0,0,0,1,0,0,0
"Cariboo Trail, The",1950,81,NA,5.8,38,NA,0,0,0,0,0,0,0
"Caricatore, Il",1996,95,NA,7.1,18,NA,0,0,1,0,0,0,0
"Cariocas, As",1966,110,NA,8.4,13,NA,0,0,1,0,0,0,0
"Carisma",2003,10,NA,8.1,7,NA,0,0,0,0,0,0,1
"Carl Gustav, gjengen og parkeringsbandittene",1982,79,NA,3.3,13,NA,0,0,0,0,0,0,0
"Carl Th. Dreyer: Min metier",1995,96,NA,7,60,NA,0,0,0,0,1,0,0
"Carla's Song",1996,127,NA,6.6,615,NA,0,0,0,1,0,1,0
"Carlito's Way",1993,145,NA,7.6,13080,NA,0,0,0,1,0,0,0
"Carlo",2004,15,NA,7,15,NA,0,0,0,1,0,0,1
"Carlo & Ester",1994,103,NA,6.6,19,NA,0,0,0,1,0,0,0
"Carlo Giuliani, ragazzo",2002,60,NA,7.6,43,NA,0,0,0,0,1,0,0
"Carlo's Wake",1999,90,NA,4.2,18,NA,0,0,1,0,0,0,0
"Carlos Castaneda: Enigma of a Sorcerer",2004,91,NA,9.4,5,NA,0,0,0,0,1,0,0
"Carlos contra el mundo",2002,91,1000000,5.4,15,NA,0,0,1,1,0,0,0
"Carlos el terrorista",1979,85,NA,7,9,NA,0,0,0,0,0,0,0
"Carlota Joaquina, Princesa do Brasil",1995,100,NA,7.9,218,NA,0,0,0,0,0,0,0
"Carlton-Browne of the F.O.",1959,88,NA,5.9,93,NA,0,0,1,0,0,0,0
"Carman: The Champion",2001,82,NA,4.6,412,"PG-13",1,0,0,1,0,0,0
"Carmen",1918,80,NA,7,23,NA,0,0,0,1,0,0,0
"Carmen",1926,165,NA,6.7,12,NA,0,0,0,1,0,0,0
"Carmen",1933,9,NA,7.8,7,NA,0,1,0,1,0,0,1
"Carmen",1945,124,NA,4.7,6,NA,0,0,0,0,0,0,0
"Carmen",1984,152,NA,7.7,252,NA,0,0,0,1,0,0,0
"Carmen & Babyface",1995,81,NA,4.6,11,NA,0,0,0,0,0,0,0
"Carmen Get It!",1962,8,NA,3.5,19,NA,0,1,1,0,0,0,1
"Carmen Jones",1954,108,750000,7,534,NA,0,0,0,1,0,0,0
"Carmen Miranda: Bananas Is My Business",1995,91,NA,8,75,NA,0,0,0,0,1,0,0
"Carmen la de Ronda",1959,111,NA,7,15,NA,0,0,0,1,0,0,0
"Carmen nue",1984,82,NA,4.3,6,NA,0,0,1,0,0,0,0
"Carmen van het Noorden, Een",1919,60,NA,7.4,7,NA,0,0,0,0,0,0,0
"Carmen, Baby",1967,97,NA,5.3,38,NA,0,0,0,1,0,1,0
"Carmen, la de Triana",1938,110,NA,6.3,8,NA,0,0,0,1,0,0,0
"Carmilla",1999,80,NA,1.6,11,NA,0,0,0,0,0,0,0
"Carmina burana",1975,63,NA,8.1,11,NA,0,0,0,1,0,0,0
"Carnada, La",1999,105,NA,5.7,13,NA,0,0,0,1,0,0,0
"Carnage",1986,91,32500,2.2,30,NA,0,0,0,0,0,0,0
"Carnage & Deception: A Killer's Perfect Murder",2003,39,NA,4.3,20,NA,0,0,0,0,0,0,1
"Carnage Road",2000,88,NA,1.5,31,NA,0,0,0,0,0,0,0
"Carnages",2002,130,NA,6.5,216,NA,0,0,0,1,0,0,0
"Carnal Crimes",1990,92,NA,4.7,59,NA,0,0,0,0,0,0,0
"Carnal Desires",1999,87,NA,2.8,42,"R",0,0,0,1,0,0,0
"Carnal Knowledge",1971,98,NA,6.8,1582,NA,0,0,1,1,0,0,0
"Carnal Madness",1975,83,NA,5.7,34,NA,0,0,1,1,0,0,0
"Carnaval de las bestias, El",1980,88,NA,2.2,10,NA,0,0,0,0,0,0,0
"Carnaval des barbouzes, Le",1966,94,NA,5.4,21,NA,1,0,0,1,0,0,0
"Carne",1968,90,NA,5.4,24,NA,0,0,0,1,0,0,0
"Carne",1991,40,NA,6.3,115,NA,0,0,0,0,0,0,1
"Carne apaleada",1977,102,NA,8,5,NA,0,0,0,1,0,0,0
"Carne bollente",1987,84,NA,5.4,12,NA,0,0,0,0,0,0,0
"Carne de gallina",2002,96,NA,5.1,36,NA,0,0,1,0,0,0,0
"Carne de horca",1953,93,NA,6.5,9,NA,0,0,0,0,0,0,0
"Carne, La",1991,90,NA,5,80,NA,0,0,0,1,0,0,0
"Carnegie Hall",1947,144,NA,5.2,29,NA,0,0,0,1,0,0,0
"Carnets du Major Thompson, Les",1955,105,NA,5.5,11,NA,0,0,1,0,0,0,0
"Carniere, Il",1997,94,NA,3.4,10,NA,0,0,0,1,0,0,0
"Carnival",1935,77,NA,7.8,6,NA,0,0,1,0,0,0,0
"Carnival",1946,93,NA,6.1,16,NA,0,0,0,0,0,1,0
"Carnival Boat",1932,62,NA,5.8,10,NA,0,0,0,0,0,0,0
"Carnival Day",1936,16,NA,4.3,7,NA,0,0,1,0,0,0,1
"Carnival Knowledge",2002,93,NA,7.4,5,NA,0,0,0,1,0,0,0
"Carnival Rock",1957,75,NA,3.2,27,NA,0,0,0,1,0,1,0
"Carnival Story",1954,95,NA,5.6,70,NA,0,0,0,1,0,0,0
"Carnival in Costa Rica",1947,97,NA,5.4,29,NA,0,0,0,0,0,0,0
"Carnival of Blood",1970,87,NA,3,64,NA,0,0,0,0,0,0,0
"Carnival of Rhythm",1941,18,NA,2.6,6,NA,0,0,0,0,0,0,1
"Carnival of Souls",1962,84,30000,7,1819,NA,0,0,0,0,0,0,0
"Carnival of Souls",1998,90,2000000,2.8,462,"R",0,0,0,0,0,0,0
"Carnival of Wolves",1996,103,NA,3.9,13,NA,1,0,0,0,0,0,0
"Carnival of the Animals",1976,23,NA,6.7,12,NA,0,1,0,0,0,0,1
"Carnivale",2000,74,NA,4.3,11,NA,0,1,0,0,0,0,0
"Carnivore",2000,80,NA,1.8,134,NA,0,0,0,0,0,0,0
"Carnosaur",1993,83,1000000,3.1,583,NA,0,0,0,0,0,0,0
"Carnosaur 2",1995,83,NA,3.2,237,NA,1,0,0,0,0,0,0
"Carnosaur 3: Primal Species",1996,85,NA,2.7,202,NA,1,0,0,0,0,0,0
"Carny",1980,107,NA,6.6,404,NA,0,0,0,1,0,0,0
"Caro Michele",1976,108,NA,7.6,5,NA,0,0,0,0,0,0,0
"Caro diario",1994,100,NA,7,1151,NA,0,0,1,1,0,0,0
"Caro dolce amore",1994,88,NA,6.2,14,NA,0,0,1,1,0,1,0
"Carolina",1934,85,NA,2.3,6,NA,0,0,1,0,0,1,0
"Carolina Cannonball",1955,73,NA,6,7,NA,0,0,1,0,0,0,0
"Carolina Moon",1940,65,NA,5.4,5,NA,0,0,0,0,0,0,0
"Caroline at Midnight",1994,88,NA,4.8,103,NA,0,0,0,0,0,1,0
"Carosello napoletano",1954,124,NA,7.7,14,NA,0,0,1,0,0,0,0
"Carousel",1956,128,NA,7.1,810,NA,0,0,0,0,0,1,0
"Carpa del amor, La",1979,93,NA,3,6,NA,0,0,1,0,0,1,0
"Carpati: 50 Miles, 50 Years",1996,80,NA,5,9,NA,0,0,0,0,1,0,0
"Carpenter and His Clumsy Wife, The",2003,14,NA,7.9,9,NA,0,0,1,0,0,0,1
"Carpenter, The",1989,89,NA,3.8,53,NA,0,0,0,0,0,0,0
"Carpetbaggers, The",1964,150,3000000,6.1,341,NA,0,0,0,1,0,0,0
"Carpool",1996,89,17000000,4.5,829,"PG",0,0,1,0,0,0,0
"Carrefour",1938,84,NA,5.7,8,NA,0,0,0,1,0,0,0
"Carretera y manta",2000,87,NA,7.4,42,NA,0,0,1,0,0,0,0
"Carreteras secundarias",1997,105,NA,6.1,83,NA,0,0,0,1,0,0,0
"Carrie",1952,118,NA,7.1,168,NA,0,0,0,1,0,1,0
"Carrie",1976,98,1800000,7.2,11778,NA,0,0,0,1,0,0,0
"Carried Away",1985,6,NA,5.7,6,NA,0,1,0,0,0,0,1
"Carried Away",1996,109,NA,6.4,393,"R",0,0,0,1,0,1,0
"Carried Away",1998,87,NA,3.2,10,NA,0,0,0,0,0,0,0
"Carrier, The",1988,99,NA,5.2,37,NA,0,0,1,0,0,0,0
"Carrington",1995,121,NA,6.5,1401,"R",0,0,0,1,0,1,0
"Carrington V.C.",1955,105,NA,6.3,43,NA,0,0,0,1,0,0,0
"Carrosse d'or, Le",1953,103,NA,7.6,208,NA,0,0,1,1,0,1,0
"Carrotblanca",1995,8,NA,7.1,139,NA,0,1,1,0,0,0,1
"Carrott Gets Rowdie",1980,52,NA,7.7,5,NA,0,0,0,0,0,0,0
"Carrousel Boreal",1958,11,NA,5.8,19,NA,0,1,0,0,0,0,1
"Carry Me Back",1982,102,NA,6,15,NA,0,0,0,1,0,0,0
"Carry On Abroad",1972,88,NA,5.8,327,NA,0,0,1,0,0,0,0
"Carry On Admiral",1957,83,NA,4.8,27,NA,0,0,1,0,0,0,0
"Carry On Again Doctor",1969,89,NA,5.2,244,NA,0,0,1,0,0,0,0
"Carry On Behind",1975,90,NA,4.6,237,NA,0,0,1,0,0,0,0
"Carry On Cabby",1963,91,NA,5.9,243,NA,0,0,1,0,0,0,0
"Carry On Camping",1969,88,NA,5.8,476,NA,0,0,1,0,0,0,0
"Carry On Cleo",1964,92,NA,6.6,448,NA,0,0,1,0,0,0,0
"Carry On Columbus",1992,91,NA,3.2,283,NA,0,0,1,0,0,0,0
"Carry On Cowboy",1965,93,NA,5.9,222,NA,0,0,1,0,0,0,0
"Carry On Cruising",1962,89,NA,5.5,219,NA,0,0,1,0,0,1,0
"Carry On Dick",1974,91,NA,5.3,234,NA,0,0,1,0,0,0,0
"Carry On Emmannuelle",1978,88,NA,3.6,186,NA,0,0,1,0,0,1,0
"Carry On England",1976,89,NA,3.4,218,NA,0,0,1,0,0,0,0
"Carry On Girls",1973,88,NA,5,259,NA,0,0,1,0,0,1,0
"Carry On Henry",1970,89,NA,5.7,247,NA,0,0,1,0,0,1,0
"Carry On Jack",1963,91,NA,5.5,167,NA,0,0,1,0,0,1,0
"Carry On Loving",1970,88,NA,4.7,215,NA,0,0,1,0,0,1,0
"Carry On Matron",1972,87,NA,5.4,271,NA,0,0,1,0,0,0,0
"Carry On Nurse",1959,86,NA,5.7,259,NA,0,0,1,0,0,1,0
"Carry On Regardless",1961,90,NA,5.9,164,NA,0,0,1,0,0,0,0
"Carry On Screaming!",1966,97,NA,6.3,381,NA,0,0,1,0,0,0,0
"Carry On Sergeant",1958,84,NA,6.3,217,NA,0,0,1,0,0,0,0
"Carry On Spying",1964,87,NA,5.8,237,NA,0,0,1,0,0,0,0
"Carry On Teacher",1959,86,NA,5.7,166,NA,0,0,1,0,0,0,0
"Carry On Up the Jungle",1970,89,NA,5.2,241,NA,0,0,1,0,0,0,0
"Carry On at Your Convenience",1971,90,NA,5.7,332,NA,0,0,1,0,0,0,0
"Carry On, Constable",1960,86,NA,5.8,214,NA,0,0,1,0,0,0,0
"Carry On... Up the Khyber",1968,88,NA,6.8,466,NA,0,0,1,0,0,0,0
"Carry on Doctor",1967,94,NA,5.9,357,NA,0,0,1,0,0,0,0
"Cars That Ate Paris, The",1974,91,NA,5.1,493,NA,0,0,1,0,0,0,0
"Carson City",1952,87,NA,5.8,53,NA,0,0,0,0,0,0,0
"Carson City Kid, The",1940,57,NA,6.6,33,NA,0,0,0,0,0,0,0
"Cart Attack",2005,5,NA,9,8,NA,0,0,1,0,0,0,1
"Carta de amor de un asesino",1972,98,NA,5.2,7,NA,0,0,0,1,0,0,0
"Cartagine in fiamme",1960,105,NA,4.7,18,NA,1,0,0,1,0,1,0
"Cartaio, Il",2004,96,NA,4.6,329,NA,0,0,0,0,0,0,0
"Cartas de Alou, Las",1990,100,NA,5.8,31,NA,0,0,0,1,0,0,0
"Cartas de amor de una monja",1978,110,NA,1.1,7,NA,0,0,0,1,0,0,0
"Cartas del parque",1989,87,NA,6.1,27,NA,0,0,0,1,0,1,0
"Carte postale, La",1998,18,NA,7.1,7,NA,0,0,0,1,0,0,1
"Cartel",1990,106,NA,2.8,36,NA,1,0,0,0,0,0,0
"Carter's Wish",2003,12,NA,5.5,30,NA,0,0,1,0,0,0,1
"Cartes sur table",1966,85,NA,5.8,21,NA,0,0,1,0,0,0,0
"Cartes vivantes, Les",1904,3,NA,6.7,76,NA,0,0,1,0,0,0,1
"Cartomante, A",2004,90,NA,6.6,33,NA,0,0,0,1,0,0,0
"Carton, Le",2004,88,NA,5.8,57,NA,0,0,1,0,0,0,0
"Cartoon Noir",1999,83,NA,6,16,NA,0,1,0,0,0,0,0
"Cartoons Ain't Human",1943,7,NA,5.9,9,NA,0,1,1,0,0,0,1
"Cartouche",1962,114,NA,6.8,274,NA,1,0,1,1,0,0,0
"Caruga",1991,108,NA,8.9,14,NA,0,0,1,1,0,0,0
"Caruso Pascoski di padre polacco",1988,102,NA,6.2,85,NA,0,0,1,0,0,0,0
"Caruso, zero in condotta",2001,91,NA,4.7,25,NA,0,0,1,0,0,0,0
"Carve Her Name with Pride",1958,119,NA,7.2,141,NA,0,0,0,1,0,0,0
"Carvoeiros, Os",1999,65,NA,6.4,33,NA,0,0,0,0,1,0,0
"Cas Pinochet, Le",2001,110,NA,7.1,60,NA,0,0,0,0,1,0,0
"Cas d'O, Le",2003,22,NA,2.6,11,NA,0,0,0,0,0,0,1
"Cas du Dr Laurent, Le",1957,110,NA,5.6,14,NA,0,0,0,1,0,0,0
"Cas sluhu",1989,115,NA,6.8,21,NA,0,0,0,0,0,0,0
"Casa 3 - Ghosthouse, La",1988,95,NA,4.1,113,NA,0,0,0,0,0,0,0
"Casa 5, La",1990,95,NA,2.7,43,NA,0,0,0,0,0,0,0
"Casa Assassinada, A",1971,103,NA,8.9,9,NA,0,0,0,1,0,0,0
"Casa Ricordi",1956,110,NA,5.5,5,NA,0,0,0,0,0,0,0
"Casa con la scala nel buio, La",1983,110,NA,6.1,219,NA,0,0,0,0,0,0,0
"Casa con vista al mar, Una",2001,93,NA,5.6,43,NA,0,0,0,1,0,0,0
"Casa dalle finestre che ridono, La",1976,110,NA,7,324,NA,0,0,0,1,0,0,0
"Casa de Lava",1995,110,NA,7.6,18,NA,0,0,0,1,0,0,0
"Casa de las muertas vivientes, La",1972,80,NA,1.2,8,NA,0,0,0,0,0,0,0
"Casa de las palomas, La",1972,90,NA,4.8,7,NA,0,0,0,1,0,0,0
"Casa de las sombras, La",1976,90,NA,5.1,9,NA,0,0,0,0,0,0,0
"Casa de los babys",2003,95,NA,6.7,572,"R",0,0,0,1,0,0,0
"Casa del buon ritorno, La",1986,90,NA,4.5,6,NA,0,0,0,0,0,0,0
"Casa del sorriso, La",1988,110,NA,5.2,14,NA,0,0,0,1,0,0,0
"Casa del tappeto giallo, La",1982,89,NA,5.5,14,NA,0,0,0,1,0,0,0
"Casa del terror, La",1960,60,NA,5.5,5,NA,0,0,1,0,0,0,0
"Casa dell'esorcismo, La",1973,95,1000000,5.5,277,NA,0,0,0,0,0,0,0
"Casa della paura, La",1973,90,NA,4.1,14,NA,0,0,0,0,0,0,0
"Casa en las afueras, Una",1995,97,NA,7.1,34,NA,0,0,0,1,0,0,0
"Casa mia casa mia...",1988,90,NA,4.3,10,NA,0,0,0,0,0,0,0
"Casa privata per le SS",1977,82,NA,5.2,22,NA,0,0,0,1,0,0,0
"Casa sperduta nel parco, La",1980,76,NA,5.6,349,NA,0,0,0,0,0,0,0
"Casa stregata, La",1982,95,NA,5.3,39,NA,0,0,1,0,0,0,0
"Casa, A",1997,120,NA,7.2,25,NA,0,0,0,1,0,0,0
"Casablanca",1942,102,950000,8.8,66030,NA,0,0,0,1,0,1,0
"Casablanca",2002,14,NA,4,31,NA,0,0,0,0,0,0,1
"Casablanca Driver",2004,90,NA,5.5,36,NA,0,0,0,0,0,0,0
"Casablanca Express",1988,85,NA,3.2,71,NA,1,0,0,0,0,0,0
"Casablanca, Casablanca",1985,109,NA,5.8,24,NA,0,0,0,0,0,0,0
"Casablanca, nid d'espions",1963,101,NA,5.5,13,NA,0,0,0,1,0,0,0
"Casablancais, Les",1999,87,NA,6,9,NA,0,0,0,1,0,0,0
"Casal, O",1975,105,NA,7.4,7,NA,0,0,0,1,0,0,0
"Casamento de Louise, O",2001,80,NA,8.8,40,NA,0,0,1,0,0,1,0
"Casamento de Romeu e Julieta, O",2005,90,NA,5.8,20,NA,0,0,1,0,0,0,0
"Casanova",1927,100,NA,7.3,27,NA,0,0,0,1,0,0,0
"Casanova",1990,76,NA,4.4,19,NA,0,0,1,0,0,0,0
"Casanova & Co.",1977,100,NA,4.3,58,NA,0,0,1,0,0,0,0
"Casanova '70",1965,115,NA,5.7,50,NA,0,0,1,1,0,0,0
"Casanova 2",1977,90,NA,6.2,6,NA,0,0,0,0,0,0,0
"Casanova Brown",1944,94,NA,6.1,79,NA,0,0,1,0,0,0,0
